@relation sms_test

@attribute Nameclass {Address,Others}
@attribute text String

@data
Address,'Libreville (gabon)''
Address,'SipaGel Owendo'
Address,'BAP. 14244'
Address,'225 W. 37TH ST, 3rd Fl New York, NY 10018'
Address,'93-350 Lodz, Ustronna 41, Poland'
Address,'2047 East High Street,'
Address,'Marcelo D. Riat'
Address,'Pottstown, PA 19464'
Address,'2400 Reading Road'
Address,'Cincinnati, Ohio 45202-1478'
Address,'230 E. Ninth Street, Suite 4000'
Address,'Cincinnati, Ohio 45202'
Address,'LINGE 9-11'
Address,'2491 BZDEN HAAG'
Address,'HOLLAND'
Address,'Tingkat 1, No. 11289 & 11290, Bandar Cukai utama, Phase 3
Address,'Jalan Kubang Kurus, 24000 Kemaman, Terengganu Darul Iman, Malaysia'
Address,'P.O. Box : 32314'
Address,'Isa Town-Kingdom of Bahrain'
Address,'1605 BOGGS RD.'
Address,'DULUTH GA 30096'
Address,'1599 South Commons Drive Suite A-1'
Address,'Myrtle Beach, SC 29588'
Address,'Kayoko Adelaja'
Address,'3300 Kempton Ave., Suite 402'
Address,'Oakland, CA 946II'
Address,'36 Yesufu Sanusi Street'
Address,'Off Aden Iran Ogunsanya Street'
Address,'Surulere, Lagos'
Address,'Nigeria'
Address,'Parc Médicis, 66 avenue des Pépiniéres'
Address,'94832 Fresnes Cedex France'
%Other referred as Others
Others,'總DJ主任
Others,'鍾家凱
Others,'龍潭館'
Others,'新北市政府社會局
Others,'社會工作師
Others,'許憶真
Others,'醫事人員恐
Others,'社會工作科'
Others,'謝易原
Others,'台灣福斯商旅
Others,'產品訂價主任
Others,'奧迪福斯汽軷份有限公司
Others,'11073台北市信義區松高路1號15樓'
Others,'永豐銀行
Others,'永豐商業銀行股份有限公司
Others,'林忠文
Others,'南三重分行
Others,'經理
Others,'資深業務協理'
Others,'劉錦惠
Others,'然風
Others,'自然風生物科技有限公司
Others,'自然好調理'
Others,'許雅婷'
Others,'承諾,熱情、創新'
Others,'網路與資安組'
Others,'助理工程師'
Others,'財團法人'
Others,'國家實驗研究院'
Others,'國家高速網路與計算中心'
Others,'基隆'
Others,'海鮮餐廳'
Others,'呂柏伸
Others,'高級工程師
Others,'生產二部
Others,'桃園廠
Others,'明基材料股份有限公司'
Others,'強足體,
Others,'腳底按摩,全身推拿'
Others,'牧鱼視覺藝術工作室
Others,'敌ー前'
Others,'加'
Others,'徐文臺'
Others,'網站架設'
Others,'網頁製作'
Others,'剪輯'
Others,'報章雜誌'
Others,'平面設'
Others,'臺中市梨山地區觀光協會 文書
Others,'德積安康梨山農特產宅配網 行銷長
Others,'傅慶隆'
Others,'島致篋韓式烤因店'
Others,'廣達電腦股份有限公司'
Others,'曹芳維'
Others,'桃園市龜山區文化二路211號'
Others,'協理'
Others,'佣琳拧視土ネ敏郎事務所
Others,'臺北市、新北市結構工程技師公會理事
Others,'台灣省結構技師公會特殊結構審查委員
Others,'台北市土木技師公會學術委員、鑑定委員
Others,'結構技em
Others,'黃昭琳博士
Others,'土木技師'
Others,'興興塑膠有限公司
Others,'謝貴文
Others,'營業項目
Others,'桌墊/桌布/地墊/雨帆'
Others,'創意設計部 經理'
Others,'張白孫'
Others,'許常吉建築師事務所'
Others,'鄭凱文
Others,'早川金屬材料股份有限公司'
Others,'蜜純'
Others,'有機養蜂場'
Others,'源不'
Others,'純是'
Others,'淨唯'
Others,'王智聰'
Others,'是的'
Others,'大要'
Others,'地求'
Others,'中央警察大學'
Others,'血財團法人資訊工業策進會
Others,'財務與資源管理處投資業務組
Others,'投資經理
Others,'陳佳琦
Others,'創新 關懷 實踐'
Others,'新元堂中藥房'
Others,'陳其新'
Others,'英固爾國際有限公司'
Others,'吳長安/經理'
Others,'工業技術研究院
Others,'吳宗鑫化合物太陽電池研究室專案經理'
Others,'綠能與環境研究所太陽光電技術組'
Others,'崔达房屋'
Others,'耀达'
Others,'联合国供应商注册会员'
Others,'国家发明专'
Others,'活动房屋l组合集装箱|轻钢别墅|夹芯板瓦'
Others,'董事'
Others,'佛山市南海耀达建材有限公司'
Others,'天聖食,品 剤-f良 公'
Others,'科學中藥仁濟生物製藥'
Others,'為您服務我就開心。旅遊帶來心幸福'
Others,'遊'
Others,'董事長'
Others,'李宥葳'
Others,'上海市徐匯區永嘉路570號5號樓4樓'
Others,'悟饕嘉義民雄店'
Others,'業務部'
Others,'宗中市文'
Others,'型錄企劃設計'
Others,'國際專業雜誌廣告代理'
Others,'國際企業形象整合行銷企劃'
Others,'勝聚國際股份有限公司'
Others,'洪銘典'
Others,'新舊料買賣'
Others,'廣西省南寧市江南區吳圩鎮平況坡台灣花卉產業園'
Others,'財團法人利河伯社會福利基金會'
Others,'附設台灣省私立基督仁愛之家'
Others,'玉品皇養身膠原飲'
Others,'遵循古法,滴滴特能'
Others,'蕭勝隆'
Others,'茴玉'
Others,'黃信超'
Others,'頁信'
Others,'協理'
Others,'資訊暨雲端事業處'
Others,'互動國際數位股份有限公司'
Others,'偉銓營造有限公司'
Others,'董事長特助'
Others,'台慶不動産'
Others,'宜蘭中山加盟店'
Others,'歡迎多加利用'
Others,'羅卓堅'
Others,'林宜平'
Others,'企業系統服務事業群'
Others,'服務業務部'
Others,'業務經理'
Others,'惠普科技股份有限公司'
Others,'網路系統部 資深副理'
Others,'王德明'
Others,'台灣恩悌悌股份有限公司'
Others,'公共關係部企業公關室高級專員'
Others,'陳正芬'
Others,'和泰汽車股份有限公司'
Others,'邹荣海'
Others,'大中华区销售市场总监'
Others,'骏特商务咨询(上海)有限公司'
Others,'衛信科技'
Others,'鄭士強'
Others,'衛信科技有限公司'
Others,'業務副總'
Others,'純淨所以吃不'
Others,'楊子葳吃不膩蛋糕'
Others,'曾俊生'
Others,'執行副總'
Others,'卓韋光電股份有限公司'
Others,'美商天睿資訊系統有限公司台灣分公司'
Others,'業務協理'
Others,'專業螺絲設計製造買賣'
Others,'衛星定位系統整合與研發'
Others,'吳敏峰'
Others,'米爾餐廳'
Others,'婚宴規劃。宴客料理。精緻台菜。湘川美食'
Others,'中華精測科技股份有限公司'
Others,'中華電信關係企業'
Others,'尹新光'
Others,'生產部'
Others,'高頻載板完整解決方案'
Others,'福州瑞芯微电子股份有限公司'
Others,'惠怀程,创新产品线'
Others,'欣悅人力資源管理顧問股份有限公司'
Others,'業務經理'
Others,'陳柏宏'
Others,'行銷部'
Others,'商品企劃'
Others,'主任'
Others,'台灣馬自達汽車股份有限公司'
Others,'冠信國際有限公司'
Others,'賴輝琪'
Others,'地址:北京市東城區北三環東路36號環球貿易中心B座11層'
Others,'马立明 技術運維部總監'
Others,'中电华通通信有限公司'
Others,'台灣牧田股份有限公司'
Others,'採購品管部'
Others,'台北市大安區社區大學'
Others,'東方校區副主任 李宗懿'
Others,'謝騰輝'
Others,'總經理'
Others,'鏈車網'
Others,'熙輿網路科技有限公司'
Others,'經理'
Others,'林健財'
Others,'第一銀行'
Others,'達成製模有限公司'
Others,'呂學宜'
Others,'業務工程師'
Others,'德昌中醫診所'
Others,'院長'
Others,'院长林坤成醫師'
Others,'前台北市立中興醫院中醫科醫師'
Others,'前中國醫藥大學附設醫院醫師'
Others,'陳華君主治醫師'
Others,'部門副理'
Others,'管理部'
Others,'南陽實業股份有限公司'
Others,'林漢傑'
Others,'黃才峰'
Others,'軟體程式設計師'
Others,'瑪亞資訊科技有限公司'
Others,'辦理機車文件保險/機車託運'
Others,'睿宥模具有限公司'
Others,'精密塑膠成찧模具/設陞/製造'
Others,'工業技術研究院'
Others,'張瑞彦視訊系統整合技術部'
Others,'資訊與通訊研究所 光通訊與寬頻整合技術組'
Others,'供應工場工程師'
Others,'劉育誠'
Others,'臺鹽實業股份有限公司通霄精鹽廠'
Others,'壽險業務員'
Others,'三商美邦人壽'
Others,'人身保險業務員資格測驗合格'
Others,'聖荷西'
Others,'智匯亞洲有限公司'
Others,'台灣分公司'
Others,'聯欣國際精密股份有限公司'
Others,'專業冷間鍛造廠'
Others,'董事長'
Others,'陳友佳'
Others,'聯欣國際精密股份有限公司'
Others,'專業冷間鍛造廠'
Others,'董事長'
Others,'陳友佳'
Others,'社團法人台灣多元人力資源'
Others,'發展協會附設職業訓練中心'
Others,'傳嘉之寶'
Others,'寶,來嘉尋寶'
Others,'總會祕書長'
Others,'仅兄弟社促進委員會主委'
Others,'邱承熙'
Others,'德,富。製,針-I,業啜.B-有艮公同'
Others,'業務'
Others,'吳信宗'
Others,'萬葉集花藝坊'
Others,'諾蒂亞名床沙發傢俱工廠'
Others,'特助蔡期霖'
Others,'量販自助'
Others,',譁响'
Others,'为歡唱。酷爆歡唱'
Others,'量販自助音樂館三姴'
Others,'豊農只徛'
Others,'專營各種'
Others,'高發割中'
Others,'壓電草耕'
Others,'機機機'
Others,'噴 鑽'
Others,'霧機孔噴'
Others,'機-機霧'
Others,'扶輸吸務人'
Others,'社務服務委員會理事'
Others,'世界社區服務委員會主委'
Others,'周勝傑'
Others,'杜孟峰'
Others,'高級工程師'
Others,'網路維運處'
Others,'行動通信分公司'
Others,'貫煜工業股份有限公司 特助'
Others,'陳品絃'
Others,'李進雄'
Others,'設計科'
Others,'高級工程師'
Others,'中華電信股份有限公司'
Others,'行動通信分公司高雄營運處'
Others,'沈建銘'
Others,'波塞頓科技有限公司'
Others,'行家極品咖啡'
Others,'謝維晋'
Others,'國泰人壽'
Others,'王佳'
Others,'丁貝旼'
Others,'冋雄'
Others,'豆月攻'
Others,'陽光 綠地。活水 國際體育組組長'
Others,'(高雄國家體育場)'
Others,'郭展宏'
Others,'Applications Engineer, FMS'
Others,'Reimbursement Coordinator'
Others,'REFUELLING EXPERT'
Others,'Interior Designer'
Others,'Account Executive'
Others,'Supervisor'
Others,'SERVICE AND INSPECTION SALES'
Others,'GENERAL MANAGER'
Others,'Junior Sales Representative'
Others,'Assistant Manager'
Others,'Leadership Development Program Associate'
Others,'Consumable Sales'
Others,'Head of Engineering ART'
Others,'Small Business Specialist'
Others,'PUBLIC AFFAIRS SPECIALIST'
Others,'Wireless Product Manager'
Others,'Assistant Store Manager'
Others,'Regional Account Manager'
Others,'Media Makeup Artist'
Others,'service and operations Manager'
Others,'Director Product Line Management'
Others,'Corporate Services & CSR'
Others,'Sales Executive'
Others,'Sales Manager Pro A, Educational, EU'
Others,'District Sales Manager'
Others,'Sales Representative'
Others,'sales manager'
Others,'Channel Manager'
Others,'Founder'
Others,'Store Manager'
Others,'Managing Director'
Others,'General Manager'
Others,'Manager Advisory Services'
Others,'Assistant Vice President'
Others,'CPA,CICA,AFA'
Others,'Business Specialist'
Others,'Drug Free Communities Coordinator'
Others,'master electrician'
Others,'VP, FINANCE AND TREASURER'
Others,'Architecture & Implementation Group'
Others,'Quality Manager'
Others,'Mortgage Banker'
Others,'Field Manager'
Others,'Operation Manager'
Others,'Lead Assessor'
Others,'Chief Commercial Officer I Asia Pacific'
Others,'Market Leader'
Others,'Purchasing Manager'
Others,'Territory Account Manager'
Others,'International Sales Manager'
Others,'Handyman'
Others,'CPA, CGA'
Others,'Accountant'
Others,'GLOBAL BUSINESS & MARKETING MANAGER'
Others,'President'
Others,'Investment Adviser Representative'
Others,'Snr Project Engineer'
Others,'Vice President'
Others,'Head of Cyber and Intelligence'
Others,'PRESIDENT'
Others,'Managing Partner'
Others,'Mortgage Loan Officer'
Others,'Head of Marketing'
Others,'Outreach Manager'
Others,'Ph.D.'
Others,'Captain'
